#HEADER,,,,,,,,,,,,,,,
#TITLES,,,,,,,,,,,,,,,
,,R1,R2,R3,R4,SG5_1,SG5_2,SG5_3,R6,R7,SG8_1,SG8_2,SG8_3,LVDT,Force[N]
1225,2.448,1,1,1,1,215.6,77.155,-64.933,1,1,215.6,77.155,-64.933,0.0001,-0.00034
1226,2.45,1,1,1,1,233.06,83.408,-70.197,1,1,233.06,83.408,-70.197,0.0001,-0.00034
1227,2.452,1,1,1,1,248.96,89.098,-74.987,1,1,248.96,89.098,-74.987,0.0001,-0.00034
1228,2.454,1,1,1,1,263.26,94.22,-79.299,1,1,263.26,94.22,-79.299,0.0001,-0.00034
1229,2.456,1,1,1,1,275.99,98.777,-83.137,1,1,275.99,98.777,-83.137,0.0001,-0.00034
1230,2.458,1,1,1,1,287.16,102.78,-86.505,1,1,287.16,102.78,-86.505,0.0001,-0.00034
1231,2.46,1,1,1,1,296.78,106.22,-89.402,1,1,296.78,106.22,-89.402,0.0001,-0.00034
1232,2.462,1,1,1,1,304.8,109.09,-91.818,1,1,304.8,109.09,-91.818,0.0001,-0.00034
1233,2.464,1,1,1,1,311.17,111.37,-93.735,1,1,311.17,111.37,-93.735,0.0001,-0.00034
1234,2.466,1,1,1,1,315.79,113.02,-95.123,1,1,315.79,113.02,-95.123,0.0001,-0.00034
1235,2.468,1,1,1,1,318.54,114,-95.949,1,1,318.54,114,-95.949,0.0001,-0.00034
1236,2.47,1,1,1,1,319.33,114.28,-96.182,1,1,319.33,114.28,-96.182,0.0001,-0.00034
1237,2.472,1,1,1,1,318.06,113.83,-95.798,1,1,318.06,113.83,-95.798,0.0001,-0.00034
1238,2.474,1,1,1,1,314.7,112.63,-94.787,1,1,314.7,112.63,-94.787,0.0001,-0.00034
1239,2.476,1,1,1,1,309.27,110.68,-93.152,1,1,309.27,110.68,-93.152,0.0001,-0.00034
1240,2.478,1,1,1,1,301.84,108.03,-90.917,1,1,301.84,108.03,-90.917,0.0001,-0.00034
1241,2.48,1,1,1,1,292.53,104.69,-88.116,1,1,292.53,104.69,-88.116,0.0001,-0.00034
1242,2.482,1,1,1,1,281.49,100.74,-84.792,1,1,281.49,100.74,-84.792,0.0001,-0.00034
1243,2.484,1,1,1,1,268.86,96.227,-80.992,1,1,268.86,96.227,-80.992,0.0001,-0.00034
1244,2.486,1,1,1,1,254.81,91.198,-76.76,1,1,254.81,91.198,-76.76,0.0001,-0.00034
1245,2.488,1,1,1,1,239.44,85.697,-72.13,1,1,239.44,85.697,-72.13,0.0001,-0.00034
1246,2.49,1,1,1,1,222.84,79.755,-67.128,1,1,222.84,79.755,-67.128,0.0001,-0.00034
1247,2.492,1,1,1,1,205.06,73.39,-61.769,1,1,205.06,73.39,-61.769,0.0001,-0.00034
1248,2.494,1,1,1,1,186.13,66.613,-56.064,1,1,186.13,66.613,-56.064,0.0001,-0.00034
1249,2.496,1,1,1,1,166.08,59.435,-50.02,1,1,166.08,59.435,-50.02,0.0001,-0.00034
1250,2.498,1,1,1,1,144.94,51.87,-43.653,1,1,144.94,51.87,-43.653,0.0001,-0.00034
1251,2.5,1,1,1,1,122.8,43.946,-36.983,1,1,122.8,43.946,-36.983,0.0001,-0.00034
1252,2.502,1,1,1,1,99.779,35.707,-30.049,1,1,99.779,35.707,-30.049,0.0001,-0.00034
1253,2.504,1,1,1,1,76.036,27.21,-22.899,1,1,76.036,27.21,-22.899,0.0001,-0.00034
1254,2.506,1,1,1,1,51.776,18.53,-15.595,1,1,51.776,18.53,-15.595,0.0001,-0.00034
1255,2.508,1,1,1,1,27.229,9.7464,-8.2043,1,1,27.229,9.7464,-8.2043,0.0001,-0.00034
1256,2.51,1,1,1,1,2.6257,0.94274,-0.79619,1,1,2.6257,0.94274,-0.79619,0.0001,-0.00034
1257,2.512,1,1,1,1,-21.817,-7.8041,6.5647,1,1,-21.817,-7.8041,6.5647,0.0001,-0.00034
1258,2.514,1,1,1,1,-45.915,-16.429,13.824,1,1,-45.915,-16.429,13.824,0.0001,-0.00034
1259,2.516,1,1,1,1,-69.529,-24.881,20.938,1,1,-69.529,-24.881,20.938,0.0001,-0.00034
1260,2.518,1,1,1,1,-92.555,-33.123,27.877,1,1,-92.555,-33.123,27.877,0.0001,-0.00034
1261,2.52,1,1,1,1,-114.93,-41.132,34.619,1,1,-114.93,-41.132,34.619,0.0001,-0.00034
1262,2.522,1,1,1,1,-136.6,-48.889,41.149,1,1,-136.6,-48.889,41.149,0.0001,-0.00034
1263,2.524,1,1,1,1,-157.51,-56.376,47.451,1,1,-157.51,-56.376,47.451,0.0001,-0.00034
1264,2.526,1,1,1,1,-177.6,-63.566,53.504,1,1,-177.6,-63.566,53.504,0.0001,-0.00034
1265,2.528,1,1,1,1,-196.77,-70.427,59.278,1,1,-196.77,-70.427,59.278,0.0001,-0.00034
1266,2.53,1,1,1,1,-214.89,-76.912,64.734,1,1,-214.89,-76.912,64.734,0.0001,-0.00034
1267,2.532,1,1,1,1,-231.81,-82.962,69.825,1,1,-231.81,-82.962,69.825,0.0001,-0.00034
1268,2.534,1,1,1,1,-247.34,-88.518,74.5,1,1,-247.34,-88.518,74.5,0.0001,-0.00034
1269,2.536,1,1,1,1,-261.31,-93.518,78.707,1,1,-261.31,-93.518,78.707,0.0001,-0.00034
1270,2.538,1,1,1,1,-273.58,-97.909,82.401,1,1,-273.58,-97.909,82.401,0.0001,-0.00034
1271,2.54,1,1,1,1,-284.03,-101.65,85.549,1,1,-284.03,-101.65,85.549,0.0001,-0.00034
1272,2.542,1,1,1,1,-292.6,-104.72,88.132,1,1,-292.6,-104.72,88.132,0.0001,-0.00034
1273,2.544,1,1,1,1,-299.27,-107.11,90.143,1,1,-299.27,-107.11,90.143,0.0001,-0.00034
1274,2.546,1,1,1,1,-304.06,-108.82,91.589,1,1,-304.06,-108.82,91.589,0.0001,-0.00034
1275,2.548,1,1,1,1,-307.03,-109.88,92.484,1,1,-307.03,-109.88,92.484,0.0001,-0.00034
1276,2.55,1,1,1,1,-308.23,-110.31,92.848,1,1,-308.23,-110.31,92.848,0.0001,-0.00034
1277,2.552,1,1,1,1,-307.71,-110.13,92.694,1,1,-307.71,-110.13,92.694,0.0001,-0.00034
1278,2.554,1,1,1,1,-305.52,-109.35,92.033,1,1,-305.52,-109.35,92.033,0.0001,-0.00034
1279,2.556,1,1,1,1,-301.66,-107.96,90.868,1,1,-301.66,-107.96,90.868,0.0001,-0.00034
1280,2.558,1,1,1,1,-296.1,-105.97,89.193,1,1,-296.1,-105.97,89.193,0.0001,-0.00034
1281,2.56,1,1,1,1,-288.83,-103.37,87,1,1,-288.83,-103.37,87,0.0001,-0.00034
1282,2.562,1,1,1,1,-279.81,-100.14,84.28,1,1,-279.81,-100.14,84.28,0.0001,-0.00034
1283,2.564,1,1,1,1,-269.03,-96.281,81.031,1,1,-269.03,-96.281,81.031,0.0001,-0.00034
1284,2.566,1,1,1,1,-256.51,-91.799,77.259,1,1,-256.51,-91.799,77.259,0.0001,-0.00034
1285,2.568,1,1,1,1,-242.31,-86.719,72.984,1,1,-242.31,-86.719,72.984,0.0001,-0.00034
1286,2.57,1,1,1,1,-226.55,-81.08,68.238,1,1,-226.55,-81.08,68.238,0.0001,-0.00034
1287,2.572,1,1,1,1,-209.37,-74.933,63.067,1,1,-209.37,-74.933,63.067,0.0001,-0.00034
1288,2.574,1,1,1,1,-190.96,-68.343,57.521,1,1,-190.96,-68.343,57.521,0.0001,-0.00034
1289,2.576,1,1,1,1,-171.48,-61.374,51.657,1,1,-171.48,-61.374,51.657,0.0001,-0.00034
1290,2.578,1,1,1,1,-151.13,-54.09,45.527,1,1,-151.13,-54.09,45.527,0.0001,-0.00034
1291,2.58,1,1,1,1,-130.05,-46.547,39.178,1,1,-130.05,-46.547,39.178,0.0001,-0.00034
1292,2.582,1,1,1,1,-108.37,-38.789,32.649,1,1,-108.37,-38.789,32.649,0.0001,-0.00034
1293,2.584,1,1,1,1,-86.202,-30.852,25.968,1,1,-86.202,-30.852,25.968,0.0001,-0.00034
1294,2.586,1,1,1,1,-63.603,-22.763,19.158,1,1,-63.603,-22.763,19.158,0.0001,-0.00034
1295,2.588,1,1,1,1,-40.644,-14.544,12.24,1,1,-40.644,-14.544,12.24,0.0001,-0.00034
1296,2.59,1,1,1,1,-17.396,-6.223,5.2349,1,1,-17.396,-6.223,5.2349,0.0001,-0.00034
1297,2.592,1,1,1,1,6.0512,2.169,-1.8285,1,1,6.0512,2.169,-1.8285,0.0001,-0.00034
1298,2.594,1,1,1,1,29.576,10.588,-8.914,1,1,29.576,10.588,-8.914,0.0001,-0.00034
1299,2.596,1,1,1,1,53.022,18.978,-15.975,1,1,53.022,18.978,-15.975,0.0001,-0.00034
1300,2.598,1,1,1,1,76.206,27.274,-22.956,1,1,76.206,27.274,-22.956,0.0001,-0.00034
1301,2.6,1,1,1,1,98.927,35.404,-29.797,1,1,98.927,35.404,-29.797,0.0001,-0.00034
1302,2.602,1,1,1,1,120.98,43.295,-36.437,1,1,120.98,43.295,-36.437,0.0001,-0.00034
1303,2.604,1,1,1,1,142.17,50.879,-42.819,1,1,142.17,50.879,-42.819,0.0001,-0.00034
1304,2.606,1,1,1,1,162.34,58.098,-48.895,1,1,162.34,58.098,-48.895,0.0001,-0.00034
1305,2.608,1,1,1,1,181.37,64.908,-54.627,1,1,181.37,64.908,-54.627,0.0001,-0.00034
1306,2.61,1,1,1,1,199.16,71.276,-59.988,1,1,199.16,71.276,-59.988,0.0001,-0.00034
1307,2.612,1,1,1,1,215.67,77.185,-64.962,1,1,215.67,77.185,-64.962,0.0001,-0.00034
1308,2.614,1,1,1,1,230.85,82.622,-69.54,1,1,230.85,82.622,-69.54,0.0001,-0.00034
1309,2.616,1,1,1,1,244.7,87.579,-73.713,1,1,244.7,87.579,-73.713,0.0001,-0.00034
1310,2.618,1,1,1,1,257.18,92.045,-77.472,1,1,257.18,92.045,-77.472,0.0001,-0.00034
1311,2.62,1,1,1,1,268.24,96.003,-80.802,1,1,268.24,96.003,-80.802,0.0001,-0.00034
1312,2.622,1,1,1,1,277.8,99.426,-83.683,1,1,277.8,99.426,-83.683,0.0001,-0.00034
1313,2.624,1,1,1,1,285.79,102.28,-86.086,1,1,285.79,102.28,-86.086,0.0001,-0.00034
1314,2.626,1,1,1,1,292.09,104.54,-87.983,1,1,292.09,104.54,-87.983,0.0001,-0.00034
1315,2.628,1,1,1,1,296.61,106.15,-89.342,1,1,296.61,106.15,-89.342,0.0001,-0.00034
1316,2.63,1,1,1,1,299.26,107.1,-90.139,1,1,299.26,107.1,-90.139,0.0001,-0.00034
1317,2.632,1,1,1,1,300,107.36,-90.359,1,1,300,107.36,-90.359,0.0001,-0.00034
1318,2.634,1,1,1,1,298.79,106.93,-89.997,1,1,298.79,106.93,-89.997,0.0001,-0.00034
1319,2.636,1,1,1,1,295.69,105.82,-89.063,1,1,295.69,105.82,-89.063,0.0001,-0.00034
1320,2.638,1,1,1,1,290.74,104.05,-87.575,1,1,290.74,104.05,-87.575,0.0001,-0.00034
1321,2.64,1,1,1,1,284.05,101.66,-85.562,1,1,284.05,101.66,-85.562,0.0001,-0.00034
1322,2.642,1,1,1,1,275.71,98.678,-83.053,1,1,275.71,98.678,-83.053,0.0001,-0.00034
1323,2.644,1,1,1,1,265.84,95.146,-80.081,1,1,265.84,95.146,-80.081,0.0001,-0.00034
1324,2.646,1,1,1,1,254.52,91.095,-76.672,1,1,254.52,91.095,-76.672,0.0001,-0.00034
1325,2.648,1,1,1,1,241.83,86.55,-72.846,1,1,241.83,86.55,-72.846,0.0001,-0.00034
1326,2.65,1,1,1,1,227.8,81.53,-68.62,1,1,227.8,81.53,-68.62,0.0001,-0.00034
1327,2.652,1,1,1,1,212.49,76.047,-64.004,1,1,212.49,76.047,-64.004,0.0001,-0.00034
1328,2.654,1,1,1,1,195.91,70.114,-59.009,1,1,195.91,70.114,-59.009,0.0001,-0.00034
1329,2.656,1,1,1,1,178.12,63.745,-53.648,1,1,178.12,63.745,-53.648,0.0001,-0.00034
1330,2.658,1,1,1,1,159.18,56.965,-47.942,1,1,159.18,56.965,-47.942,0.0001,-0.00034
1331,2.66,1,1,1,1,139.18,49.809,-41.919,1,1,139.18,49.809,-41.919,0.0001,-0.00034
1332,2.662,1,1,1,1,118.27,42.325,-35.621,1,1,118.27,42.325,-35.621,0.0001,-0.00034
1333,2.664,1,1,1,1,96.598,34.571,-29.096,1,1,96.598,34.571,-29.096,0.0001,-0.00034
1334,2.666,1,1,1,1,74.357,26.613,-22.399,1,1,74.357,26.613,-22.399,0.0001,-0.00034
1335,2.668,1,1,1,1,51.741,18.52,-15.589,1,1,51.741,18.52,-15.589,0.0001,-0.00034
1336,2.67,1,1,1,1,28.935,10.358,-8.7204,1,1,28.935,10.358,-8.7204,0.0001,-0.00034
1337,2.672,1,1,1,1,6.1098,2.1894,-1.8452,1,1,6.1098,2.1894,-1.8452,0.0001,-0.00034
1338,2.674,1,1,1,1,-16.593,-5.9363,4.9941,1,1,-16.593,-5.9363,4.9941,0.0001,-0.00034
1339,2.676,1,1,1,1,-39.06,-13.978,11.763,1,1,-39.06,-13.978,11.763,0.0001,-0.00034
1340,2.678,1,1,1,1,-61.2,-21.903,18.434,1,1,-61.2,-21.903,18.434,0.0001,-0.00034
1341,2.68,1,1,1,1,-82.938,-29.684,24.984,1,1,-82.938,-29.684,24.984,0.0001,-0.00034
1342,2.682,1,1,1,1,-104.2,-37.295,31.391,1,1,-104.2,-37.295,31.391,0.0001,-0.00034
1343,2.684,1,1,1,1,-124.9,-44.705,37.628,1,1,-124.9,-44.705,37.628,0.0001,-0.00034
1344,2.686,1,1,1,1,-144.95,-51.879,43.666,1,1,-144.95,-51.879,43.666,0.0001,-0.00034
1345,2.688,1,1,1,1,-164.21,-58.771,49.466,1,1,-164.21,-58.771,49.466,0.0001,-0.00034
1346,2.69,1,1,1,1,-182.54,-65.331,54.986,1,1,-182.54,-65.331,54.986,0.0001,-0.00034
1347,2.692,1,1,1,1,-199.79,-71.502,60.179,1,1,-199.79,-71.502,60.179,0.0001,-0.00034
1348,2.694,1,1,1,1,-215.79,-77.228,64.997,1,1,-215.79,-77.228,64.997,0.0001,-0.00034
1349,2.696,1,1,1,1,-230.4,-82.457,69.397,1,1,-230.4,-82.457,69.397,0.0001,-0.00034
1350,2.698,1,1,1,1,-243.51,-87.147,73.345,1,1,-243.51,-87.147,73.345,0.0001,-0.00034
1351,2.7,1,1,1,1,-255.02,-91.267,76.812,1,1,-255.02,-91.267,76.812,0.0001,-0.00034
1352,2.702,1,1,1,1,-264.88,-94.798,79.784,1,1,-264.88,-94.798,79.784,0.0001,-0.00034
1353,2.704,1,1,1,1,-273.08,-97.733,82.256,1,1,-273.08,-97.733,82.256,0.0001,-0.00034
1354,2.706,1,1,1,1,-279.62,-100.07,84.227,1,1,-279.62,-100.07,84.227,0.0001,-0.00034
1355,2.708,1,1,1,1,-284.51,-101.83,85.703,1,1,-284.51,-101.83,85.703,0.0001,-0.00034
1356,2.71,1,1,1,1,-287.78,-103,86.689,1,1,-287.78,-103,86.689,0.0001,-0.00034
1357,2.712,1,1,1,1,-289.43,-103.59,87.186,1,1,-289.43,-103.59,87.186,0.0001,-0.00034
1358,2.714,1,1,1,1,-289.46,-103.6,87.194,1,1,-289.46,-103.6,87.194,0.0001,-0.00034
1359,2.716,1,1,1,1,-287.84,-103.02,86.704,1,1,-287.84,-103.02,86.704,0.0001,-0.00034
1360,2.718,1,1,1,1,-284.55,-101.84,85.71,1,1,-284.55,-101.84,85.71,0.0001,-0.00034
1361,2.72,1,1,1,1,-279.54,-100.05,84.201,1,1,-279.54,-100.05,84.201,0.0001,-0.00034
1362,2.722,1,1,1,1,-272.82,-97.637,82.174,1,1,-272.82,-97.637,82.174,0.0001,-0.00034
1363,2.724,1,1,1,1,-264.37,-94.614,79.629,1,1,-264.37,-94.614,79.629,0.0001,-0.00034
1364,2.726,1,1,1,1,-254.25,-90.991,76.58,1,1,-254.25,-90.991,76.58,0.0001,-0.00034
1365,2.728,1,1,1,1,-242.52,-86.793,73.047,1,1,-242.52,-86.793,73.047,0.0001,-0.00034
1366,2.73,1,1,1,1,-229.28,-82.057,69.062,1,1,-229.28,-82.057,69.062,0.0001,-0.00034
1367,2.732,1,1,1,1,-214.67,-76.829,64.663,1,1,-214.67,-76.829,64.663,0.0001,-0.00034
1368,2.734,1,1,1,1,-198.82,-71.159,59.892,1,1,-198.82,-71.159,59.892,0.0001,-0.00034
1369,2.736,1,1,1,1,-181.89,-65.098,54.791,1,1,-181.89,-65.098,54.791,0.0001,-0.00034
1370,2.738,1,1,1,1,-163.99,-58.692,49.4,1,1,-163.99,-58.692,49.4,0.0001,-0.00034
1371,2.74,1,1,1,1,-145.24,-51.983,43.753,1,1,-145.24,-51.983,43.753,0.0001,-0.00034
1372,2.742,1,1,1,1,-125.74,-45.003,37.878,1,1,-125.74,-45.003,37.878,0.0001,-0.00034
1373,2.744,1,1,1,1,-105.57,-37.783,31.8,1,1,-105.57,-37.783,31.8,0.0001,-0.00034
1374,2.746,1,1,1,1,-84.802,-30.349,25.542,1,1,-84.802,-30.349,25.542,0.0001,-0.00034
1375,2.748,1,1,1,1,-63.511,-22.728,19.127,1,1,-63.511,-22.728,19.127,0.0001,-0.00034
1376,2.75,1,1,1,1,-41.789,-14.954,12.583,1,1,-41.789,-14.954,12.583,0.0001,-0.00034
1377,2.752,1,1,1,1,-19.747,-7.0651,5.9442,1,1,-19.747,-7.0651,5.9442,0.0001,-0.00034
1378,2.754,1,1,1,1,2.4779,0.88847,-0.74926,1,1,2.4779,0.88847,-0.74926,0.0001,-0.00034
1379,2.756,1,1,1,1,24.727,8.8503,-7.4494,1,1,24.727,8.8503,-7.4494,0.0001,-0.00034
1380,2.758,1,1,1,1,46.824,16.758,-14.104,1,1,46.824,16.758,-14.104,0.0001,-0.00034
1381,2.76,1,1,1,1,68.591,24.547,-20.658,1,1,68.591,24.547,-20.658,0.0001,-0.00034
1382,2.762,1,1,1,1,89.852,32.155,-27.061,1,1,89.852,32.155,-27.061,0.0001,-0.00034
1383,2.764,1,1,1,1,110.45,39.527,-33.266,1,1,110.45,39.527,-33.266,0.0001,-0.00034
1384,2.766,1,1,1,1,130.26,46.615,-39.232,1,1,130.26,46.615,-39.232,0.0001,-0.00034
1385,2.768,1,1,1,1,149.16,53.382,-44.928,1,1,149.16,53.382,-44.928,0.0001,-0.00034
1386,2.77,1,1,1,1,167.09,59.8,-50.329,1,1,167.09,59.8,-50.329,0.0001,-0.00034
1387,2.772,1,1,1,1,183.98,65.845,-55.418,1,1,183.98,65.845,-55.418,0.0001,-0.00034
1388,2.774,1,1,1,1,199.77,71.498,-60.177,1,1,199.77,71.498,-60.177,0.0001,-0.00034
1389,2.776,1,1,1,1,214.42,76.741,-64.59,1,1,214.42,76.741,-64.59,0.0001,-0.00034
1390,2.778,1,1,1,1,227.85,81.549,-68.637,1,1,227.85,81.549,-68.637,0.0001,-0.00034
1391,2.78,1,1,1,1,240,85.896,-72.295,1,1,240,85.896,-72.295,0.0001,-0.00034
1392,2.782,1,1,1,1,250.77,89.748,-75.537,1,1,250.77,89.748,-75.537,0.0001,-0.00034
1393,2.784,1,1,1,1,260.05,93.071,-78.332,1,1,260.05,93.071,-78.332,0.0001,-0.00034
1394,2.786,1,1,1,1,267.76,95.829,-80.653,1,1,267.76,95.829,-80.653,0.0001,-0.00034
1395,2.788,1,1,1,1,273.81,97.992,-82.472,1,1,273.81,97.992,-82.472,0.0001,-0.00034
1396,2.79,1,1,1,1,278.12,99.536,-83.772,1,1,278.12,99.536,-83.772,0.0001,-0.00034
1397,2.792,1,1,1,1,280.67,100.45,-84.539,1,1,280.67,100.45,-84.539,0.0001,-0.00034
1398,2.794,1,1,1,1,281.45,100.73,-84.774,1,1,281.45,100.73,-84.774,0.0001,-0.00034
1399,2.796,1,1,1,1,280.48,100.38,-84.484,1,1,280.48,100.38,-84.484,0.0001,-0.00034
1400,2.798,1,1,1,1,277.81,99.426,-83.682,1,1,277.81,99.426,-83.682,0.0001,-0.00034
1401,2.8,1,1,1,1,273.51,97.887,-82.387,1,1,273.51,97.887,-82.387,0.0001,-0.00034
1402,2.802,1,1,1,1,267.63,95.786,-80.619,1,1,267.63,95.786,-80.619,0.0001,-0.00034
1403,2.804,1,1,1,1,260.26,93.146,-78.397,1,1,260.26,93.146,-78.397,0.0001,-0.00034
1404,2.806,1,1,1,1,251.42,89.984,-75.736,1,1,251.42,89.984,-75.736,0.0001,-0.00034
1405,2.808,1,1,1,1,241.17,86.315,-72.647,1,1,241.17,86.315,-72.647,0.0001,-0.00034
1406,2.81,1,1,1,1,229.54,82.151,-69.142,1,1,229.54,82.151,-69.142,0.0001,-0.00034
1407,2.812,1,1,1,1,216.56,77.503,-65.229,1,1,216.56,77.503,-65.229,0.0001,-0.00034
1408,2.814,1,1,1,1,202.26,72.384,-60.92,1,1,202.26,72.384,-60.92,0.0001,-0.00034
1409,2.816,1,1,1,1,186.69,66.814,-56.232,1,1,186.69,66.814,-56.232,0.0001,-0.00034
1410,2.818,1,1,1,1,169.95,60.822,-51.189,1,1,169.95,60.822,-51.189,0.0001,-0.00034
1411,2.82,1,1,1,1,152.13,54.445,-45.822,1,1,152.13,54.445,-45.822,0.0001,-0.00034
1412,2.822,1,1,1,1,133.36,47.73,-40.171,1,1,133.36,47.73,-40.171,0.0001,-0.00034
1413,2.824,1,1,1,1,113.8,40.729,-34.279,1,1,113.8,40.729,-34.279,0.0001,-0.00034
1414,2.826,1,1,1,1,93.6,33.5,-28.196,1,1,93.6,33.5,-28.196,0.0001,-0.00034
1415,2.828,1,1,1,1,72.922,26.1,-21.968,1,1,72.922,26.1,-21.968,0.0001,-0.00034
1416,2.83,1,1,1,1,51.917,18.583,-15.642,1,1,51.917,18.583,-15.642,0.0001,-0.00034
1417,2.832,1,1,1,1,30.721,10.997,-9.2566,1,1,30.721,10.997,-9.2566,0.0001,-0.00034
1418,2.834,1,1,1,1,9.4499,3.3831,-2.8484,1,1,9.4499,3.3831,-2.8484,0.0001,-0.00034
1419,2.836,1,1,1,1,-11.796,-4.2214,3.5526,1,1,-11.796,-4.2214,3.5526,0.0001,-0.00034
1420,2.838,1,1,1,1,-32.927,-11.785,9.9192,1,1,-32.927,-11.785,9.9192,0.0001,-0.00034
1421,2.84,1,1,1,1,-53.857,-19.276,16.225,1,1,-53.857,-19.276,16.225,0.0001,-0.00034
1422,2.842,1,1,1,1,-74.494,-26.663,22.442,1,1,-74.494,-26.663,22.442,0.0001,-0.00034
1423,2.844,1,1,1,1,-94.735,-33.907,28.539,1,1,-94.735,-33.907,28.539,0.0001,-0.00034
1424,2.846,1,1,1,1,-114.46,-40.966,34.48,1,1,-114.46,-40.966,34.48,0.0001,-0.00034
1425,2.848,1,1,1,1,-133.54,-47.792,40.224,1,1,-133.54,-47.792,40.224,0.0001,-0.00034
1426,2.85,1,1,1,1,-151.81,-54.333,45.729,1,1,-151.81,-54.333,45.729,0.0001,-0.00034
1427,2.852,1,1,1,1,-169.15,-60.537,50.95,1,1,-169.15,-60.537,50.95,0.0001,-0.00034
1428,2.854,1,1,1,1,-185.41,-66.355,55.845,1,1,-185.41,-66.355,55.845,0.0001,-0.00034
1429,2.856,1,1,1,1,-200.46,-71.741,60.379,1,1,-200.46,-71.741,60.379,0.0001,-0.00034
1430,2.858,1,1,1,1,-214.21,-76.661,64.52,1,1,-214.21,-76.661,64.52,0.0001,-0.00034
1431,2.86,1,1,1,1,-226.57,-81.088,68.246,1,1,-226.57,-81.088,68.246,0.0001,-0.00034
1432,2.862,1,1,1,1,-237.51,-85.004,71.542,1,1,-237.51,-85.004,71.542,0.0001,-0.00034
1433,2.864,1,1,1,1,-247,-88.398,74.4,1,1,-247,-88.398,74.4,0.0001,-0.00034
1434,2.866,1,1,1,1,-255,-91.265,76.814,1,1,-255,-91.265,76.814,0.0001,-0.00034
1435,2.868,1,1,1,1,-261.53,-93.6,78.779,1,1,-261.53,-93.6,78.779,0.0001,-0.00034
1436,2.87,1,1,1,1,-266.55,-95.397,80.292,1,1,-266.55,-95.397,80.292,0.0001,-0.00034
1437,2.872,1,1,1,1,-270.04,-96.648,81.344,1,1,-270.04,-96.648,81.344,0.0001,-0.00034
1438,2.874,1,1,1,1,-271.98,-97.342,81.928,1,1,-271.98,-97.342,81.928,0.0001,-0.00034
1439,2.876,1,1,1,1,-272.33,-97.466,82.031,1,1,-272.33,-97.466,82.031,0.0001,-0.00034
1440,2.878,1,1,1,1,-271.05,-97.007,81.644,1,1,-271.05,-97.007,81.644,0.0001,-0.00034
1441,2.88,1,1,1,1,-268.12,-95.956,80.76,1,1,-268.12,-95.956,80.76,0.0001,-0.00034
1442,2.882,1,1,1,1,-263.52,-94.312,79.375,1,1,-263.52,-94.312,79.375,0.0001,-0.00034
1443,2.884,1,1,1,1,-257.28,-92.078,77.495,1,1,-257.28,-92.078,77.495,0.0001,-0.00034
1444,2.886,1,1,1,1,-249.44,-89.27,75.133,1,1,-249.44,-89.27,75.133,0.0001,-0.00034
1445,2.888,1,1,1,1,-240.06,-85.914,72.308,1,1,-240.06,-85.914,72.308,0.0001,-0.00034
1446,2.89,1,1,1,1,-229.23,-82.039,69.047,1,1,-229.23,-82.039,69.047,0.0001,-0.00034
1447,2.892,1,1,1,1,-217.05,-77.683,65.382,1,1,-217.05,-77.683,65.382,0.0001,-0.00034
1448,2.894,1,1,1,1,-203.64,-72.884,61.344,1,1,-203.64,-72.884,61.344,0.0001,-0.00034
1449,2.896,1,1,1,1,-189.1,-67.68,56.964,1,1,-189.1,-67.68,56.964,0.0001,-0.00034
1450,2.898,1,1,1,1,-173.53,-62.105,52.272,1,1,-173.53,-62.105,52.272,0.0001,-0.00034
1451,2.9,1,1,1,1,-157,-56.19,47.293,1,1,-157,-56.19,47.293,0.0001,-0.00034
1452,2.902,1,1,1,1,-139.6,-49.964,42.052,1,1,-139.6,-49.964,42.052,0.0001,-0.00034
1453,2.904,1,1,1,1,-121.41,-43.451,36.57,1,1,-121.41,-43.451,36.57,0.0001,-0.00034
1454,2.906,1,1,1,1,-102.49,-36.68,30.87,1,1,-102.49,-36.68,30.87,0.0001,-0.00034
1455,2.908,1,1,1,1,-82.936,-29.68,24.979,1,1,-82.936,-29.68,24.979,0.0001,-0.00034
1456,2.91,1,1,1,1,-62.844,-22.49,18.927,1,1,-62.844,-22.49,18.927,0.0001,-0.00034
1457,2.912,1,1,1,1,-42.337,-15.151,12.75,1,1,-42.337,-15.151,12.75,0.0001,-0.00034
1458,2.914,1,1,1,1,-21.551,-7.7122,6.4903,1,1,-21.551,-7.7122,6.4903,0.0001,-0.00034
1459,2.916,1,1,1,1,-0.63829,-0.22849,0.19235,1,1,-0.63829,-0.22849,0.19235,0.0001,-0.00034
1460,2.918,1,1,1,1,20.242,7.2438,-6.096,1,1,20.242,7.2438,-6.096,0.0001,-0.00034
1461,2.92,1,1,1,1,40.934,14.649,-12.328,1,1,40.934,14.649,-12.328,0.0001,-0.00034
1462,2.922,1,1,1,1,61.289,21.933,-18.459,1,1,61.289,21.933,-18.459,0.0001,-0.00034
1463,2.924,1,1,1,1,81.175,29.051,-24.449,1,1,81.175,29.051,-24.449,0.0001,-0.00034
1464,2.926,1,1,1,1,100.48,35.96,-30.265,1,1,100.48,35.96,-30.265,0.0001,-0.00034
1465,2.928,1,1,1,1,119.11,42.627,-35.877,1,1,119.11,42.627,-35.877,0.0001,-0.00034
1466,2.93,1,1,1,1,136.98,49.024,-41.261,1,1,136.98,49.024,-41.261,0.0001,-0.00034
1467,2.932,1,1,1,1,154.02,55.122,-46.394,1,1,154.02,55.122,-46.394,0.0001,-0.00034
